surface_m2,nb_pieces,etage,ascenseur,temps_metro,annee_construction,quartier,balcon_terrasse_m2,etat_bien,stationnement,prix_eur
55,2,10,1,10,1976,Confluence,1,à rénover,1,311100
45,2,5,1,2,1974,Presqu'île,5,à rénover,0,294400
58,3,7,0,4,2001,Presqu'île,1,bon,0,407400
110,5,15,0,7,1985,Confluence,9,bon,1,762600
65,3,13,1,7,1971,Confluence,4,bon,0,420900
32,1,7,0,4,1962,Presqu'île,3,neuf,0,240000
61,3,13,1,8,1955,Presqu'île,7,bon,0,433800
107,5,8,0,3,1917,Vieux Lyon,5,à rénover,0,585400
31,1,10,0,2,1960,Presqu'île,7,bon,0,228600
44,2,11,0,5,2017,Confluence,10,bon,0,312900
102,4,0,0,5,1941,Croix-Rousse,0,à rénover,0,543500
39,2,5,0,3,1960,Presqu'île,6,à rénover,0,240000
62,3,1,0,7,1954,Croix-Rousse,0,neuf,0,404800
75,4,4,1,4,1927,Vieux Lyon,1,bon,0,465800
63,3,2,0,9,2025,Confluence,4,à rénover,1,366700
78,4,7,1,10,1995,Confluence,2,bon,0,484600
80,4,7,0,4,2000,Part-Dieu,7,à rénover,1,479400
23,1,5,0,3,1927,Presqu'île,4,bon,0,158300
36,2,1,0,6,1922,Vieux Lyon,0,bon,0,209000
60,3,9,0,4,1995,Part-Dieu,7,à rénover,1,359600
35,1,12,0,7,1927,Croix-Rousse,3,bon,0,231000
48,2,0,0,8,1996,Confluence,2,bon,0,288800
135,5,1,0,4,1941,Part-Dieu,0,à rénover,0,667000
35,1,9,0,8,1975,Confluence,0,bon,1,231700
57,3,4,0,7,1991,Monplaisir,0,bon,1,356600
19,1,12,1,5,1995,Part-Dieu,7,à rénover,1,134800
38,2,15,0,6,2003,Monplaisir,9,à rénover,1,240900
46,2,12,0,10,1944,Croix-Rousse,7,à rénover,0,261300
18,1,4,0,7,1976,Vieux Lyon,6,bon,0,121000
51,2,4,0,9,1938,Croix-Rousse,4,à rénover,0,265200
45,2,11,1,6,1966,Presqu'île,2,à rénover,0,276300
35,2,6,1,3,1937,Presqu'île,4,bon,0,244900
19,1,12,0,8,1966,Monplaisir,4,bon,1,137900
33,2,11,0,8,1933,Croix-Rousse,0,bon,0,203000
53,2,6,1,5,2017,Part-Dieu,4,bon,1,367000
28,2,14,0,4,2000,Presqu'île,11,bon,0,219700
38,2,8,0,3,1982,Presqu'île,5,bon,1,286000
74,4,13,0,7,2003,Part-Dieu,13,à rénover,1,430800
24,1,6,0,7,1911,Vieux Lyon,4,bon,0,149100
30,1,6,0,8,2023,Monplaisir,8,à rénover,0,170500
46,2,4,0,8,1936,Croix-Rousse,0,à rénover,0,245800
39,2,0,0,9,1962,Croix-Rousse,0,neuf,1,262800
40,2,13,0,2,1968,Presqu'île,7,bon,0,303200
31,1,1,0,3,2025,Part-Dieu,0,neuf,1,228800
87,4,1,1,6,1925,Presqu'île,0,bon,0,544500
54,3,11,0,4,1966,Part-Dieu,2,à rénover,0,301100
36,2,15,0,3,1932,Vieux Lyon,6,à rénover,0,217700
45,2,9,0,8,2025,Confluence,14,neuf,1,345100
54,2,8,1,7,2007,Confluence,4,bon,1,368500
62,3,2,0,6,1965,Part-Dieu,1,bon,1,376500
31,1,10,1,4,1957,Part-Dieu,2,bon,0,198700
35,2,6,0,6,1966,Part-Dieu,3,à rénover,1,202100
71,4,8,0,7,1986,Monplaisir,4,neuf,1,480400
59,3,3,0,8,1935,Vieux Lyon,2,neuf,0,380100
21,1,13,1,6,1960,Croix-Rousse,9,bon,0,154400
33,2,10,0,3,1963,Presqu'île,6,à rénover,0,212600
39,2,0,1,11,1965,Monplaisir,4,à rénover,0,187600
49,2,14,1,8,2025,Confluence,8,neuf,1,378400
21,1,13,0,3,2008,Part-Dieu,8,bon,1,166200
33,1,4,0,4,1983,Part-Dieu,7,neuf,0,232000
31,1,8,0,7,1909,Vieux Lyon,2,bon,0,184500
69,3,8,0,5,1964,Monplaisir,5,à rénover,1,368800
62,3,9,0,6,2024,Monplaisir,12,neuf,1,447400
77,3,10,1,6,1968,Monplaisir,9,neuf,1,541200
20,1,4,0,8,1959,Monplaisir,5,à rénover,1,120800
55,3,5,0,3,1956,Presqu'île,0,bon,0,393200
95,5,7,1,2,1951,Presqu'île,4,bon,0,656200
44,2,12,0,9,1920,Croix-Rousse,7,à rénover,0,237800
33,2,6,1,6,2006,Part-Dieu,4,bon,1,234300
40,2,2,0,6,1971,Presqu'île,4,neuf,0,285500
18,1,2,0,5,1912,Vieux Lyon,6,bon,0,113300
71,3,7,1,8,1970,Croix-Rousse,0,à rénover,0,414100
27,1,4,1,5,1974,Presqu'île,2,à rénover,0,167600
18,1,2,0,5,1910,Vieux Lyon,1,bon,0,108700
41,2,4,0,7,1983,Part-Dieu,4,bon,1,269600
19,1,9,0,7,1960,Croix-Rousse,5,à rénover,0,114100
59,3,8,0,7,1975,Vieux Lyon,2,à rénover,0,330000
37,2,1,0,4,1955,Croix-Rousse,0,bon,0,233400
76,4,13,0,4,1978,Presqu'île,9,bon,1,571500
49,2,6,1,5,1987,Part-Dieu,0,à rénover,1,289200
52,2,2,1,5,1988,Part-Dieu,2,bon,0,326400
21,1,7,1,9,1960,Part-Dieu,2,à rénover,0,110100
33,1,0,0,4,2003,Part-Dieu,6,bon,1,223000
61,3,8,1,9,1990,Croix-Rousse,7,bon,0,416500
56,3,2,0,5,1960,Vieux Lyon,0,bon,0,350700
38,2,1,0,4,1949,Presqu'île,1,à rénover,0,221700
56,2,1,0,5,1975,Confluence,0,neuf,1,384400
60,2,4,0,7,1944,Croix-Rousse,0,bon,0,374100
57,3,7,0,5,1987,Monplaisir,4,à rénover,1,315800
41,2,2,0,6,1993,Croix-Rousse,1,bon,1,279800
66,3,7,0,8,1968,Croix-Rousse,2,à rénover,0,369500
18,1,4,0,7,1958,Croix-Rousse,0,bon,1,128100
84,4,14,0,9,1984,Confluence,6,bon,1,559800
59,3,2,0,9,1963,Croix-Rousse,0,bon,0,355600
33,1,3,0,2,1970,Part-Dieu,5,bon,1,228000
35,2,9,0,6,1930,Vieux Lyon,5,bon,0,229600
31,1,11,1,9,2025,Confluence,9,neuf,1,251400
28,1,7,0,6,2000,Part-Dieu,5,bon,0,189800
29,1,12,0,5,2000,Part-Dieu,2,neuf,1,218100
18,1,2,1,8,1969,Monplaisir,0,bon,1,119100
97,4,13,1,7,1941,Presqu'île,5,bon,0,681500
88,4,13,1,3,1979,Presqu'île,11,bon,0,637900
47,2,13,1,1,1990,Presqu'île,8,à rénover,0,329600
200,7,0,0,6,2009,Part-Dieu,3,bon,1,1268900
76,3,13,0,8,2014,Confluence,7,neuf,1,555600
31,1,8,1,8,2018,Confluence,8,neuf,0,230000
18,1,0,0,3,1954,Presqu'île,0,bon,0,119600
39,2,11,0,7,1957,Croix-Rousse,0,à rénover,0,217400
30,1,11,1,6,1924,Vieux Lyon,4,bon,0,200300
27,1,14,0,10,1970,Monplaisir,0,bon,0,161400
64,3,5,0,4,1982,Part-Dieu,0,bon,0,398100
27,1,6,0,7,1927,Croix-Rousse,8,bon,0,180200
48,2,6,0,6,1967,Part-Dieu,5,bon,1,316100
90,4,0,0,6,1912,Vieux Lyon,1,à rénover,0,442400
61,3,10,1,6,1971,Part-Dieu,3,à rénover,0,341000
28,1,7,0,5,1993,Part-Dieu,1,bon,0,181400
48,2,1,0,10,2015,Confluence,6,neuf,0,326800
55,3,4,0,6,1906,Vieux Lyon,0,à rénover,0,282700
35,2,13,1,6,2003,Confluence,5,bon,1,255100
20,1,7,0,6,1949,Vieux Lyon,6,bon,0,138100
26,1,1,1,7,1938,Part-Dieu,0,à rénover,0,125600
37,2,15,1,4,1997,Part-Dieu,7,bon,1,276800
44,2,9,0,11,2025,Confluence,4,neuf,1,321400
200,7,14,1,10,1919,Croix-Rousse,5,neuf,0,1333500
39,2,2,0,1,2025,Presqu'île,7,neuf,0,316900
48,2,14,1,8,1951,Croix-Rousse,11,neuf,0,358400
113,4,2,0,5,2008,Part-Dieu,1,bon,1,717100
81,4,1,0,8,1986,Confluence,7,bon,0,512600
56,3,13,1,7,1995,Monplaisir,3,bon,0,359400
43,2,15,1,6,1934,Vieux Lyon,5,à rénover,0,258400
53,2,12,1,1,1954,Presqu'île,7,bon,0,400800
84,3,10,0,6,1974,Part-Dieu,2,bon,1,542900
32,1,15,1,3,1957,Presqu'île,6,bon,0,241100
32,1,12,1,7,1955,Monplaisir,5,bon,0,199900
46,2,5,0,6,2016,Part-Dieu,4,bon,1,320300
44,2,0,0,3,1983,Part-Dieu,2,neuf,1,306900
30,2,6,1,3,1974,Presqu'île,0,à rénover,1,198600
20,1,15,1,6,1905,Monplaisir,8,neuf,0,134400
65,3,5,0,6,1924,Vieux Lyon,2,bon,0,388200
58,2,12,0,4,1934,Presqu'île,5,à rénover,0,356100
18,1,12,0,8,1998,Monplaisir,2,à rénover,1,115300
58,3,12,1,8,1958,Croix-Rousse,9,bon,1,410300
33,1,14,1,4,2006,Part-Dieu,11,bon,1,250300
71,3,8,0,2,1938,Presqu'île,1,à rénover,0,430800
19,1,2,0,9,1949,Vieux Lyon,1,bon,1,127700
18,1,0,0,9,1946,Croix-Rousse,0,à rénover,1,109900
58,3,12,1,3,1979,Presqu'île,4,neuf,0,461100
18,1,12,1,6,1892,Vieux Lyon,10,bon,0,122800
25,1,13,0,6,1941,Presqu'île,11,bon,0,190800
29,1,0,0,6,1987,Monplaisir,4,bon,1,188300
32,1,12,1,6,1938,Croix-Rousse,5,bon,0,215500
45,2,11,0,10,2025,Confluence,9,bon,1,329400
109,5,0,0,4,1984,Presqu'île,2,bon,0,731400
19,1,14,0,7,1956,Monplaisir,6,à rénover,0,109400
73,4,7,1,7,1971,Croix-Rousse,0,à rénover,0,408900
46,2,7,0,6,1957,Part-Dieu,2,neuf,1,307100
38,2,11,1,12,1961,Croix-Rousse,3,à rénover,0,214700
35,1,9,0,8,1912,Croix-Rousse,1,à rénover,0,183900
32,2,8,0,6,1941,Croix-Rousse,3,neuf,0,222100
61,2,12,0,8,1966,Croix-Rousse,7,bon,0,410000
60,2,3,1,9,2010,Monplaisir,7,neuf,1,412100
26,1,12,0,2,1946,Presqu'île,1,bon,0,182000
30,1,0,0,5,1907,Vieux Lyon,2,bon,0,172700
104,5,4,0,2,1946,Presqu'île,0,bon,0,703400
63,3,14,1,4,1976,Presqu'île,7,bon,1,481700
56,3,14,1,6,1965,Part-Dieu,5,bon,1,388300
30,1,9,0,6,2025,Part-Dieu,4,neuf,1,230300
26,1,8,0,7,1971,Monplaisir,1,bon,1,170200
30,1,7,0,2,1946,Presqu'île,2,bon,0,213400
51,2,11,0,4,1951,Presqu'île,5,neuf,0,385600
50,2,2,0,6,1967,Croix-Rousse,3,à rénover,0,276400
22,1,8,0,5,1969,Part-Dieu,3,bon,1,156200
28,1,5,0,3,1996,Part-Dieu,5,neuf,1,208000
50,2,9,1,7,1926,Vieux Lyon,3,bon,0,316900
18,1,1,1,7,2000,Part-Dieu,0,bon,1,126800
74,3,3,0,6,2013,Monplaisir,8,neuf,1,513100
36,2,9,0,8,1963,Vieux Lyon,5,à rénover,0,209900
50,2,13,0,5,1925,Vieux Lyon,1,bon,0,322600
34,1,12,1,4,1956,Presqu'île,7,bon,0,253700
18,1,5,0,7,1939,Monplaisir,0,bon,0,98400
130,6,2,0,8,2012,Confluence,1,neuf,1,880200
50,2,5,0,7,1947,Vieux Lyon,3,à rénover,0,272000
22,1,14,1,8,1952,Croix-Rousse,6,à rénover,0,135800
48,2,2,0,7,1999,Confluence,1,bon,1,317200
31,1,5,0,5,1981,Monplaisir,0,neuf,1,217300
29,1,3,0,5,2019,Part-Dieu,9,neuf,1,222500
62,2,7,0,10,1941,Croix-Rousse,4,bon,0,392500
24,1,0,0,8,1954,Monplaisir,0,neuf,1,159300
18,1,3,0,7,2004,Part-Dieu,4,neuf,1,137900
44,2,7,0,6,1953,Part-Dieu,0,bon,0,259700
32,1,11,0,4,1974,Presqu'île,9,neuf,0,256800
38,2,0,0,5,2007,Part-Dieu,3,bon,1,257300
58,3,0,0,7,1989,Monplaisir,2,bon,0,336500
31,1,11,0,6,1918,Vieux Lyon,0,à rénover,0,166500
44,2,11,1,8,2014,Croix-Rousse,3,bon,1,323700
26,1,6,1,8,1952,Croix-Rousse,2,bon,1,182100
56,3,2,0,3,1997,Part-Dieu,1,neuf,0,373400
91,4,6,0,6,1958,Presqu'île,6,neuf,0,660800
187,7,1,0,8,1990,Part-Dieu,0,neuf,1,1221700
57,3,10,1,8,1964,Part-Dieu,2,bon,0,348000
31,1,11,0,4,1973,Part-Dieu,1,à rénover,1,188700
36,2,15,0,7,2000,Confluence,9,bon,1,268400
58,3,14,0,5,1970,Part-Dieu,6,neuf,1,428200
31,2,1,0,6,1981,Vieux Lyon,4,à rénover,0,179100
89,4,10,0,5,1929,Vieux Lyon,1,à rénover,0,485000
51,2,8,0,4,1952,Presqu'île,0,bon,0,352200
43,2,13,0,5,1974,Croix-Rousse,12,bon,1,327900
23,1,15,1,9,1950,Croix-Rousse,8,bon,0,162100
36,1,4,0,8,1977,Croix-Rousse,11,bon,1,264700
34,2,6,0,6,1964,Part-Dieu,5,neuf,0,231000
27,1,13,1,8,1959,Croix-Rousse,7,bon,0,187200
35,2,12,0,6,1928,Presqu'île,5,à rénover,0,215800
29,1,0,0,7,1915,Vieux Lyon,4,bon,0,171700
32,1,8,0,7,1962,Vieux Lyon,0,bon,0,205000
52,2,8,0,4,1990,Part-Dieu,4,bon,0,341600
44,2,1,0,10,1950,Monplaisir,2,à rénover,0,200500
49,2,13,1,6,1952,Presqu'île,7,bon,0,349300
18,1,12,1,3,1940,Presqu'île,3,à rénover,0,114200
23,1,11,0,8,1959,Croix-Rousse,10,bon,0,168300
62,3,10,0,3,1940,Presqu'île,6,bon,0,433800
35,2,3,0,9,1947,Vieux Lyon,6,bon,0,218600
64,3,15,0,7,1929,Croix-Rousse,2,neuf,0,450500
25,1,5,0,5,2014,Part-Dieu,2,neuf,1,188400
70,3,2,0,7,1987,Croix-Rousse,0,neuf,1,501700
64,3,2,0,2,2025,Part-Dieu,7,neuf,1,477000
28,1,12,1,5,1988,Part-Dieu,3,bon,1,203300
46,2,8,0,6,1987,Presqu'île,4,neuf,0,348200
31,2,3,0,5,1983,Monplaisir,1,bon,1,201600
89,4,13,0,5,2011,Confluence,2,bon,1,621300
57,3,15,1,4,1937,Part-Dieu,6,à rénover,0,327600
36,1,13,1,5,1972,Part-Dieu,3,bon,0,240100
38,2,2,0,7,2004,Monplaisir,6,bon,0,230300
34,2,13,0,6,1932,Monplaisir,9,bon,0,213100
40,2,13,1,8,2025,Confluence,16,neuf,1,328800
22,1,3,0,5,1962,Part-Dieu,0,à rénover,0,111400
41,2,0,0,6,2005,Part-Dieu,6,bon,1,282700
51,2,15,1,7,1990,Confluence,9,bon,1,365900
55,2,1,0,8,1983,Monplaisir,0,bon,0,314700
73,3,14,0,6,1925,Monplaisir,2,bon,0,426000
96,5,4,0,5,1895,Vieux Lyon,5,bon,0,562500
99,5,3,0,5,1969,Vieux Lyon,0,bon,0,630200
43,2,9,0,4,2008,Presqu'île,10,bon,0,320800
32,1,14,1,9,2024,Confluence,6,neuf,1,261300
31,2,10,1,10,1948,Croix-Rousse,3,bon,0,200900
49,2,10,0,9,1969,Confluence,8,à rénover,1,286300
77,3,14,0,3,1874,Vieux Lyon,4,neuf,0,527400
19,1,12,0,4,1942,Part-Dieu,4,bon,0,127700
63,3,15,0,7,1975,Monplaisir,3,bon,0,395000
51,3,10,0,6,1950,Monplaisir,3,bon,1,321700
26,1,6,0,5,1931,Vieux Lyon,0,à rénover,0,138400
31,1,4,0,7,1928,Croix-Rousse,2,à rénover,0,165000
38,2,6,0,6,1993,Part-Dieu,3,à rénover,0,209300
70,3,1,0,8,1923,Vieux Lyon,6,à rénover,0,347100
54,2,8,0,10,2001,Confluence,7,bon,1,354000
43,2,3,0,3,1929,Part-Dieu,5,bon,0,262500
30,1,3,0,6,1921,Vieux Lyon,1,bon,0,177900
40,2,5,0,4,2006,Part-Dieu,2,bon,1,279000
60,3,6,0,3,1985,Presqu'île,4,bon,0,426600
26,1,4,0,8,1998,Confluence,11,bon,1,194600
32,1,14,0,4,1974,Part-Dieu,4,à rénover,0,189800
79,3,15,1,6,2021,Part-Dieu,10,neuf,1,601000
55,3,13,1,8,1957,Monplaisir,8,neuf,0,363000
42,2,13,1,4,1900,Vieux Lyon,9,bon,0,274700
25,1,15,1,9,1985,Monplaisir,5,neuf,1,186300
72,3,6,0,8,1988,Croix-Rousse,6,à rénover,1,426800
20,1,15,1,8,1923,Croix-Rousse,5,bon,0,133900
48,2,12,1,6,1967,Monplaisir,5,neuf,1,340400
110,5,13,1,3,1942,Presqu'île,0,à rénover,0,690600
25,1,3,1,4,1936,Croix-Rousse,5,à rénover,0,146500
47,2,13,0,7,2016,Confluence,10,à rénover,1,308000
21,1,14,0,8,1907,Vieux Lyon,6,bon,0,138600
30,1,0,1,9,1997,Monplaisir,2,bon,0,176800
18,1,8,1,9,1995,Confluence,7,bon,1,137900
31,1,10,1,10,2025,Confluence,7,neuf,1,241700
41,2,12,0,3,1976,Part-Dieu,2,à rénover,0,236500
69,3,0,0,9,1957,Croix-Rousse,0,à rénover,1,374400
101,4,10,1,8,1948,Monplaisir,7,à rénover,0,515400
41,2,13,0,8,1999,Part-Dieu,5,neuf,1,305300
42,2,0,1,8,1993,Confluence,0,bon,1,270400
46,2,12,0,7,1924,Vieux Lyon,7,à rénover,0,262300
18,1,5,0,7,2015,Part-Dieu,2,neuf,1,142300
54,2,11,0,6,1931,Croix-Rousse,9,à rénover,0,316600
27,1,4,0,9,2014,Confluence,6,bon,0,173900
53,2,14,1,8,1975,Monplaisir,9,bon,0,343800
21,1,7,0,9,1973,Confluence,2,à rénover,0,114800
57,3,2,0,5,1943,Vieux Lyon,1,à rénover,0,309200
73,3,5,1,4,1996,Part-Dieu,3,neuf,1,523000
38,2,6,0,5,1952,Part-Dieu,1,neuf,0,249400
31,1,4,0,8,1994,Monplaisir,5,neuf,1,216400
41,2,5,1,7,1993,Part-Dieu,0,à rénover,1,235000
44,2,4,0,4,1943,Part-Dieu,6,bon,0,273200
18,1,7,1,5,1989,Part-Dieu,5,neuf,0,129600
35,2,8,0,7,1955,Monplaisir,0,bon,0,200500
66,3,7,0,6,1940,Vieux Lyon,1,à rénover,0,361400
37,2,15,1,2,1938,Presqu'île,1,à rénover,0,237400
132,6,8,1,7,1947,Croix-Rousse,4,bon,0,849500
48,2,3,0,7,1929,Vieux Lyon,0,neuf,0,308800
71,3,10,0,10,1945,Croix-Rousse,4,bon,0,443300
57,3,10,1,6,1963,Vieux Lyon,0,neuf,1,414300
45,2,4,0,5,1985,Part-Dieu,5,bon,0,287800
57,2,10,1,6,1956,Vieux Lyon,0,à rénover,0,326800
45,2,1,0,4,1952,Presqu'île,0,à rénover,0,255400
63,3,5,1,5,1937,Vieux Lyon,0,à rénover,0,348100
36,2,2,0,8,1989,Monplaisir,6,neuf,1,245800
31,1,1,0,7,1989,Part-Dieu,3,bon,1,207900
61,3,9,0,4,2010,Part-Dieu,2,bon,1,413800
89,4,4,0,4,2006,Presqu'île,2,bon,0,625100
51,2,12,1,4,2014,Part-Dieu,6,bon,1,377000
47,2,1,0,7,2004,Part-Dieu,1,bon,1,309000
67,3,14,0,6,1915,Croix-Rousse,7,bon,0,429300
35,2,4,0,5,1984,Part-Dieu,4,bon,0,222700
62,3,14,1,1,1958,Presqu'île,6,à rénover,0,418400
47,2,10,0,5,1954,Part-Dieu,2,bon,1,312100
77,4,6,0,10,2025,Confluence,7,bon,1,518000
32,1,5,0,7,1954,Confluence,0,bon,0,190900
28,1,5,0,8,1923,Vieux Lyon,3,neuf,1,195900
47,3,5,0,4,1975,Presqu'île,3,à rénover,0,290100
31,1,10,0,7,1974,Vieux Lyon,0,bon,0,202800
85,4,14,0,6,1949,Vieux Lyon,4,à rénover,0,492000
50,2,13,0,1,2025,Part-Dieu,10,bon,1,382000
62,3,4,0,6,1952,Monplaisir,1,à rénover,0,305200
56,2,2,1,7,2018,Presqu'île,4,neuf,0,421600
28,1,1,0,8,1977,Monplaisir,1,à rénover,0,137000
84,5,11,0,4,1967,Part-Dieu,2,bon,1,552400
41,2,0,0,7,2025,Confluence,8,neuf,1,306100
31,1,1,0,5,1883,Vieux Lyon,0,à rénover,0,146400
45,2,10,1,8,1968,Croix-Rousse,1,neuf,1,336600
96,5,11,1,6,1982,Monplaisir,8,bon,1,617100
46,2,12,1,7,1979,Part-Dieu,5,bon,1,319500
46,2,1,1,9,2004,Confluence,2,à rénover,1,261600
18,1,12,1,8,1964,Croix-Rousse,3,bon,1,139600
24,1,15,1,5,1969,Vieux Lyon,11,à rénover,1,181800
37,2,5,0,3,1989,Presqu'île,1,neuf,0,276600
76,4,12,0,3,1962,Part-Dieu,6,bon,1,509200
83,4,13,1,9,1971,Monplaisir,8,bon,0,508700
18,1,5,0,12,2025,Confluence,9,neuf,1,148500
53,2,0,0,4,1924,Presqu'île,0,bon,0,340700
74,4,15,0,7,1969,Presqu'île,2,bon,0,519100
38,2,8,1,8,1995,Presqu'île,6,bon,0,275800
38,1,12,0,2,1973,Presqu'île,12,à rénover,0,266500
40,2,1,0,5,1985,Part-Dieu,0,bon,0,241700
87,4,14,1,4,2023,Presqu'île,13,neuf,1,744700
73,3,10,1,6,2025,Part-Dieu,10,neuf,1,549100
52,2,7,0,3,1949,Part-Dieu,3,à rénover,0,284800
27,1,4,0,8,1941,Croix-Rousse,0,à rénover,0,142900
35,2,3,0,2,1975,Presqu'île,3,bon,0,244500
63,3,13,0,5,1974,Monplaisir,0,à rénover,1,344600
48,2,7,0,3,1949,Part-Dieu,3,à rénover,0,259500
44,2,13,1,5,1950,Part-Dieu,9,à rénover,0,253700
114,5,6,0,8,1916,Croix-Rousse,0,bon,0,695200
53,3,1,0,4,1945,Presqu'île,3,à rénover,0,304400
62,3,9,0,5,1960,Part-Dieu,5,à rénover,0,336000
54,3,11,1,5,1946,Monplaisir,5,bon,0,342700
77,4,5,0,2,1968,Presqu'île,1,bon,0,540400
26,1,14,1,7,1988,Part-Dieu,13,bon,0,188400
32,1,11,1,10,2009,Monplaisir,9,bon,1,231700
136,6,2,1,8,1937,Croix-Rousse,6,à rénover,0,712300
30,1,10,0,4,1989,Part-Dieu,9,bon,1,221600
28,1,6,0,5,1978,Monplaisir,8,bon,1,199900
44,2,7,0,8,2021,Confluence,6,bon,1,306200
42,2,2,0,6,1925,Vieux Lyon,0,à rénover,0,210700
47,2,7,1,8,1959,Monplaisir,5,bon,0,283700
34,2,6,1,6,2019,Confluence,3,neuf,1,254000
82,4,4,0,3,1963,Part-Dieu,3,à rénover,0,447400
48,2,10,1,3,1973,Part-Dieu,1,bon,0,315900
48,2,3,0,6,1998,Monplaisir,0,bon,1,301100
39,2,4,0,5,1968,Croix-Rousse,0,à rénover,0,222000
40,2,9,1,10,1944,Croix-Rousse,4,neuf,0,275900
18,1,7,0,6,1935,Vieux Lyon,0,neuf,0,119500
18,1,5,0,7,1990,Confluence,3,bon,1,129500
33,2,8,0,7,1967,Confluence,3,à rénover,1,199800
31,1,13,0,7,2009,Confluence,10,bon,1,235900
31,1,9,0,3,1963,Vieux Lyon,3,bon,0,203400
52,2,3,0,10,1981,Monplaisir,2,bon,0,295800
38,2,2,1,11,1983,Croix-Rousse,6,bon,0,241900
67,3,9,0,5,1974,Presqu'île,5,bon,0,478800
50,2,11,0,5,1975,Part-Dieu,5,bon,1,339400
44,2,8,1,6,1910,Vieux Lyon,5,bon,0,276200
85,4,9,0,6,1968,Monplaisir,0,bon,1,535200
112,5,11,0,4,1930,Croix-Rousse,8,bon,0,732800
32,1,6,0,9,1974,Croix-Rousse,0,bon,0,205100
18,1,0,0,5,1977,Confluence,0,bon,1,128700
43,2,14,1,5,1951,Vieux Lyon,9,bon,0,300100
30,1,9,1,7,1990,Confluence,7,neuf,1,231400
59,3,1,0,8,2006,Confluence,2,à rénover,1,336300
58,2,12,0,3,1987,Presqu'île,2,neuf,0,453300
75,3,2,0,6,1942,Monplaisir,2,bon,1,433900
53,2,5,0,1,1916,Presqu'île,6,à rénover,0,314200
54,3,3,1,5,1973,Part-Dieu,1,bon,1,354500
98,5,6,0,5,1933,Presqu'île,0,bon,0,649000
40,2,10,1,5,2002,Part-Dieu,6,bon,1,283600
45,2,8,0,10,1990,Croix-Rousse,4,neuf,0,312900
40,2,0,0,4,1965,Part-Dieu,0,bon,0,243300
34,1,11,0,1,1953,Presqu'île,0,bon,0,244700
100,5,13,0,5,1990,Presqu'île,1,bon,0,712000
32,2,13,1,6,1965,Croix-Rousse,6,bon,0,222300
43,2,0,0,11,1906,Vieux Lyon,0,bon,0,237000
43,2,9,0,5,1926,Presqu'île,8,à rénover,0,263900
39,2,14,1,5,1951,Monplaisir,8,bon,1,272600
25,1,15,0,6,1980,Confluence,5,bon,1,189700
62,3,14,0,6,1961,Part-Dieu,9,bon,1,414600
33,1,15,1,2,1959,Presqu'île,2,à rénover,1,234300
76,4,0,0,4,1990,Part-Dieu,1,bon,0,472200
26,1,4,0,9,1956,Monplaisir,4,neuf,0,159000
19,1,15,0,4,1977,Part-Dieu,4,à rénover,0,114700
57,2,3,0,8,1980,Croix-Rousse,0,bon,0,363700
52,2,1,0,7,1932,Vieux Lyon,0,bon,0,309500
38,2,3,1,5,2002,Presqu'île,5,bon,1,298100
64,3,3,0,7,1946,Vieux Lyon,2,à rénover,0,345700
53,2,14,1,8,1958,Croix-Rousse,4,bon,0,350900
27,1,9,0,2,1967,Part-Dieu,3,bon,1,191400
37,2,10,0,8,1998,Monplaisir,5,bon,1,246300
98,4,1,0,6,1918,Vieux Lyon,0,à rénover,0,485300
77,3,8,0,6,1977,Part-Dieu,3,bon,1,501100
18,1,2,0,2,1948,Presqu'île,4,à rénover,0,111000
46,2,9,1,7,1945,Monplaisir,4,bon,1,292200
55,2,1,0,4,2005,Part-Dieu,0,bon,1,359700
69,4,5,0,7,2015,Part-Dieu,7,neuf,1,481600
60,2,7,0,6,1990,Part-Dieu,3,bon,1,395600
25,1,3,1,10,2014,Confluence,4,neuf,1,189000
30,1,7,0,9,1953,Croix-Rousse,6,bon,0,195700
25,1,14,0,5,1956,Part-Dieu,5,à rénover,1,156500
57,3,10,0,9,1913,Croix-Rousse,7,bon,0,355400
67,3,7,1,8,1903,Croix-Rousse,6,bon,0,407700
54,2,4,0,3,1991,Presqu'île,2,bon,0,387600
20,1,6,0,9,1914,Croix-Rousse,0,à rénover,1,123300
33,2,14,1,9,1909,Croix-Rousse,10,bon,0,225300
46,3,0,0,7,2023,Confluence,3,bon,1,310500
46,2,4,0,4,1983,Part-Dieu,0,bon,1,306000
41,2,8,0,6,1956,Presqu'île,1,bon,1,298800
41,2,2,0,6,1962,Monplaisir,0,bon,0,240400
37,2,0,0,6,1961,Monplaisir,0,bon,1,216000
58,3,11,0,7,1937,Monplaisir,3,neuf,0,366400
55,2,12,0,6,1945,Croix-Rousse,5,bon,0,376100
32,1,9,0,7,1903,Vieux Lyon,6,à rénover,0,173000
58,3,3,0,5,2025,Confluence,5,bon,1,400100
41,2,10,1,4,1943,Presqu'île,6,à rénover,0,259700
113,6,15,1,4,2001,Confluence,10,bon,1,822000
32,1,1,0,7,2014,Monplaisir,5,bon,1,211500
47,2,11,0,6,1988,Presqu'île,10,bon,0,349500
38,2,9,0,9,1957,Monplaisir,2,bon,0,223800
19,1,12,1,7,2025,Confluence,14,neuf,1,173300
49,3,8,0,6,1980,Part-Dieu,9,bon,1,338600
57,3,15,0,6,1999,Presqu'île,7,neuf,1,473800
